ID,Text,Subject
train_01099,"Peate humorously replied, ""I had no confidence in Mr Studd, sir, so thought I had better do my best.""The momentous defeat was widely recorded in the British press, which praised the Australians for their plentiful ""pluck"" and berated the Englishmen for their lack thereof",Sports
train_01100,"Improved road infrastructure required a greater range than that offered by electric cars, and the discovery of large reserves of petroleum in Texas, Oklahoma, and California led to the wide availability of affordable gasoline/petrol, making internal combustion powered cars cheaper to operate over long distances",Pop Culture
train_01101,FC Barcelona won their first title of the new century after Real Madrid and Valencia had shared the last four titles under the brilliance of Ronaldinho and Samuel Eto'o in the 2004–2005 season,Sports
train_01102,"Due to the possibility of rain during Wimbledon, a retractable roof was installed prior to the 2009 Championship",Sports
train_01103,"Manu Ginóbili, Argentina – four-time NBA champion with San Antonio Spurs, 2008 Sixth Man Award winner, two-time NBA All-Star, 50 Greatest EuroLeague Contributors, Olympic gold medalist in 2004 with Argentina.",Sports
train_01104,"Titus Welliver also provides a ""debrief"" to visitors, reprising his role as S.H.I.E.L.D",Gaming
train_01105,"It incorporates the silhouette of Jerry West, based on a photo by Wen Roberts",Sports
train_01106,"Application software is generally written for use on a specific operating system, and sometimes even for specific hardware. When porting the application to run on another OS, the functionality required by that application may be implemented differently by that OS (the names of functions, meaning of arguments, etc.) requiring the application to be adapted, changed, or otherwise maintained.",Computer Sciences
train_01107,"Apart from the Lion Mound, there are several more conventional but noteworthy monuments throughout the battlefield. A cluster of monuments at the Brussels–Charleroi and Braine L'Alleud–Ohain crossroads marks the mass graves of British, Dutch, Hanoverian and King's German Legion troops. A monument to the French dead, entitled L'Aigle blessé (""The Wounded Eagle""), marks the location where it is believed one of the Imperial Guard units formed a square during the closing moments of the battle.A monument to the Prussian dead is located in the village of Plancenoit on the site where one of their artillery batteries took position. The Duhesme mausoleum is one among the few graves of the fallen. It is located at the side of Saint Martin's Church in Ways, a hamlet in the municipality of Genappe. Seventeen fallen officers are buried in the crypt of the British Monument in the Brussels Cemetery in Evere. The remains of a soldier thought to be 23-year-old Friederich Brandt were discovered in 2012. He was a slightly hunchbacked infantryman, 1.60 metres (5 ft 3 in) tall, and was hit in the chest by a French bullet. His  coins, rifle and position on the battlefield identified him as an Hanoverian fighting in the King's German Legion.",History
train_01108,"Cave 6 is two viharas, one above the other, connected by internal stairs, with sanctuaries on both levels.",Geography
train_01109,"two Ligas, four the Barcelona start and trebles the doubles century, 10 won including La have new of Since",Sports
train_01110,The Bundesliga is composed of two divisions: the 1,Sports
train_01111,ESPN took over as the cable-television partner in 2003.The AELTC grew frustrated with NBC's policy of waiting to begin its quarterfinal and semifinal coverage until after the conclusion of Today at 10 a.m,Sports
train_01112,"Masuda described it as ""the most nerve-racking moment in development"", saying ""“We were developing the game on these Unix computer %$@$$$# stations called the Sun SPARCstation 1",Gaming
train_01113,"The theoretical implications of electromagnetism, particularly the establishment of the speed of light based on properties of the ""medium"" of propagation (permeability and permittivity), led to the development of special relativity by Albert Einstein in 1905.",Natural Sciences
train_01114,"Some other changes were in the cosmetics in %$$%@** certain maps, for example, the hammer and sickle on Cache and Train were removed.",Gaming
train_01115,"Before Mists of Pandaria in 2012, World of Warcraft officially dropped support for Windows 2000, followed by Windows XP and Vista in October 2017, as well as all 32-bit support.Starting with 4.3, players could try out an experimental 64-bit version of the client, which required manual downloading and copying files into the installation folder",Gaming
train_01116,"According to David Nicolle, despite many odds, the idea that Constantinople was inevitably doomed is incorrect and the situation was not as one-sided as a simple glance at a map might suggest.",History
train_01117,"Jean-Baptiste Lingaud papers, Kislak Center for Special Collections, Rare Books and Manuscripts, University of Pennsylvania. Includes a vast number of name lists and secret surveillance records as well as arrest warrants for aristocrats and their sympathisers. Most notable in this part of the collection are letters and documents from the Revolutionary Committee and the Surveillance Committee.",History
train_01118,"By 1882, activity at the club was almost exclusively confined to lawn tennis and that year the word ""croquet"" was dropped from the title",Sports
train_01119,"The classification has been won a record seven times by Peter Sagan.The first year the points classification was used it was sponsored by La Belle Jardinière, a lawn mower producer, and the jersey was made green",Sports
train_01120,"Yellowstone National Park is the centerpiece of the 20 million acres (80,940 km2; 31,250 sq mi) Greater Yellowstone Ecosystem, a region that includes Grand Teton National Park, adjacent National Forests and expansive wilderness areas in those forests",Geography
train_01121,"Among palms, Poresia coaractata, Myriostachya wightiana and golpata (Nypa fruticans), and among grasses spear grass (Imperata cylindrica) and khagra (Phragmites karka) are well distributed.",Geography
train_01122,"Olympe de Gouges wrote a number of plays, short stories, and novels. Her publications emphasised that women and men are different, but this shouldn't prevent equality under the law. In her Declaration of the Rights of Woman and of the Female Citizen she insisted that women deserved rights, especially in areas concerning them directly, such as divorce and recognition of illegitimate children.Madame Roland (a.k.a. Manon or Marie Roland) was another important female activist. Her political focus was not specifically on women or their liberation. She focused on other aspects of the government, but was a feminist by virtue of the fact that she was a woman working to influence the world. Her personal letters to leaders of the Revolution influenced policy; in addition, she often hosted political gatherings of the Brissotins, a political group which allowed women to join. As she was led to the scaffold, Madame Roland shouted ""O liberty! What crimes are committed in thy name!"" Many activists were punished for their actions, while some were executed for ""conspiring against the unity and the indivisibility of the Republic"".",History
train_01123,"The version is equivalent to the existing version of the game on other platforms, including all heroes, maps, and game modes, although Switch players will not be able to participate in the game's current Competition season as to give players a chance to adjust to the console's controls before introducing ranked play",Gaming
train_01124,"Later in the Bronze Age, although the exact details of activities during this period are still unclear, the bluestones appear to have been re-erected",Geography
train_01125,"The Switch version, developed by Iron Galaxy, includes support for the console's gyroscopic controls for some actions, such as controlling Junkrat's Rip-tire, and maneuvering Wrecking Ball in his spherical form",Gaming
train_01126,Event tickets have been suggested for sale as NFTs,Pop Culture
train_01127,"There have been temporary blocks and warnings issued by countries including Indonesia, Bangladesh, India, and Pakistan over the content concerns",Pop Culture
train_01128,"At the 1954 Geneva peace conference, Vietnam was temporarily partitioned at the 17th parallel. Ho Chi Minh had wished to continue the war in the south, but was restrained by his Chinese allies who convinced him that he could win control by electoral means.",History
train_01129,"If a program tries to access memory that isn't in its current range of accessible memory, but nonetheless has been allocated to it, the kernel is interrupted in the same way as it would if the program were to exceed its allocated memory. (See section on memory management.) Under UNIX this kind of interrupt is referred to as a page fault.",Computer Sciences
train_01130,"Five Great Barrier Reef species of large benthic corals were found bleached under elevated temperatures, affirming that benthic corals are vulnerable to thermal stress.",Geography
train_01131,But these dark hair-producing proteins are sensitive to temperature (i.e,Natural Sciences
train_01132,"He described West's album as ""the most critically acclaimed album of the year, a career-defining record""",Pop Culture
train_01133,Steam support for XP and Vista were dropped in 2019,Gaming
train_01134,Cunnington's finds are displayed at the Wiltshire Museum,Geography
train_01135,"Super Bowl XXXIII was awarded first to Candlestick Park in San Francisco, but when plans to renovate the stadium fell through, the game was moved to Pro Player Stadium in greater Miami",Sports
train_01136,"In January 2021, Feige said ""never say never"" to potentially reviving the series, but noted Marvel Studios was focused on their new Disney+ series announced at that time",Pop Culture
train_01137,"Western rulers did not have the wherewithal to contribute to the effort, especially in light of the weakened state of France and England from the Hundred Years' War, Spain's involvement in the Reconquista, the internecine fighting in the Holy Roman Empire, and Hungary and Poland's defeat at the Battle of Varna of 1444.",History
train_01138,"These caves are located on the southern side and were built either between 630–700 CE, or 600–730 CE",Geography
train_01139,"The area provides the setting for several novels by Emilio Salgari, (e.g",Geography
train_01140,UEFA champions domestic year the their that league competition following ruled of regardless the the placing subsequently defending qualify for,Sports
train_01141,"Sugar, starch, cotton, linen, hemp, some types of rope, wood and particle boards, papyrus and paper, vegetable oils, wax, and natural rubber are examples of commercially important materials made from plant tissues or their secondary products",Natural Sciences
train_01142,under is media video franchise series The published and of Pokémon games developed Company Freak by the Pokémon by and a Pokémon Nintendo Game,Gaming
train_01143,"Cyanobacteria remained the principal primary producers of oxygen throughout the Proterozoic Eon (2500–543 Ma), in part because the redox structure of the oceans favored photoautotrophs capable of nitrogen fixation",Natural Sciences
train_01144,"In addition, the league awards the Bill Russell NBA Finals Most Valuable Player Award to the best performing player of the series.",Sports
train_01145,"This scroll was used as the basis to weave the continuity of Homecoming into the previous films, such as The Avengers",Pop Culture
train_01146,Marvel Television expanded the universe to network television with Agents of S.H.I.E.L.D,Pop Culture
train_01147,"Through the $%$$$** 2014 season, the NFL had a blackout policy in which games were 'blacked out' on local television in the home team's area if the home stadium was not sold out",Sports
train_01148,"These changes were imposed by the Chinese government in an attempt to ""promote a healthy and harmonious online game environment"" in World of Warcraft",Gaming
train_01149,"Excavation began by cutting a narrow tunnel at roof level, which was expanded downwards and outwards; as evidenced by some of the incomplete caves such as the partially-built vihara caves 21 through 24 and the abandoned incomplete cave 28.The sculpture artists likely worked at both excavating the rocks and making the intricate carvings of pillars, roof, and idols; further, the sculpture and painting work inside a cave were integrated parallel tasks",Geography
train_01150,"2009: Microsoft launches Windows 7 on July 22. The new operating system features the ability to pin applications to the taskbar, scatter windows away by shaking another window, easy-to-access jumplists, easier previews of tiles and more, TechRadar reported(opens in new tab).",Computer Sciences
train_01151,"Preliminary planning for an attack on Pearl Harbor to protect the move into the ""Southern Resource Area"" (the Japanese term for the Dutch East Indies and Southeast Asia generally) had begun very early in 1941 under the auspices of Admiral Isoroku Yamamoto, then commanding Japan's Combined Fleet. He won assent to formal planning and training for an attack from the Imperial Japanese Navy General Staff only after much contention with Naval Headquarters, including a threat to resign his command. Full-scale planning was underway by early spring 1941, primarily by Rear Admiral Ryūnosuke Kusaka, with assistance from Captain Minoru Genda and Yamamoto's Deputy Chief of Staff, Captain Kameto Kuroshima. The planners studied the 1940 British air attack on the Italian fleet at Taranto intensively.Over the next several months, pilots were trained, equipment was adapted, and intelligence was collected. Despite these preparations, Emperor Hirohito did not approve the attack plan until November 5, after the third of four Imperial Conferences called to consider the matter. Final authorization was not given by the emperor until December 1, after a majority of Japanese leaders advised him the ""Hull Note"" would ""destroy the fruits of the China incident, endanger Manchukuo and undermine Japanese control of Korea"".By late 1941, many observers believed that hostilities between the U.S. and Japan were imminent. A Gallup poll just before the attack on Pearl Harbor found that 52% of Americans expected war with Japan, 27% did not, and 21% had no opinion. While U.S. Pacific bases and facilities had been placed on alert on many occasions, U.S. officials doubted Pearl Harbor would be the first target; instead, they expected the Philippines would be attacked first. This presumption was due to the threat that the air bases throughout the country and the naval base at Manila posed to sea lanes, as well as to the shipment of supplies to Japan from territory to the south. They also incorrectly believed that Japan was not capable of mounting more than one major naval operation at a time.",History
train_01152,"The developers instead chose to carry over only thematic similarities from its predecessor, while some of the gameplay elements, such as the character advancement system, were overhauled",Gaming
train_01153,"For the first time in 1996, the Bundesliga was given its own logo to distinguish itself",Sports
train_01154,"Saturated cyclic compounds contain single bonds only, whereas aromatic rings have an alternating (or conjugated) double bond",Geography
train_01155,throne panel chakra in lion-throne on of is a padmasan a idol seated middle the and seen The in a is position the,Geography
train_01156,"Spin-off fifth generation games include sequels Pokémon Rumble Blast and Pokémon Mystery Dungeon: Gates to Infinity for Nintendo 3DS, PokéPark 2: Wonders Beyond for Wii, and Pokémon Rumble U for Wii U, a downloadable game",Gaming
train_01157,"Embedded Systems Week (ESWEEK) yearly event with conferences, workshops and tutorials covering all aspects of embedded systems and software",Geography
train_01158,"Often more addresses are needed than can be provided by a device. In that case, external multiplexors to the device are used to activate the correct device that is being accessed.",Computer Sciences
train_01159,The largest are some 3 by 6 metres (9.8 ft × 19.7 ft),Geography
train_01160,"A new Khulna Forest Circle was created in Bangladesh back in 1993 to preserve the forest, and Chief Conservators of Forests have been posted since",Geography
train_01161,"William Gowland oversaw the first major restoration of the monument in 1901, which involved the straightening and concrete setting of sarsen stone number 56 which was in danger of falling",Geography
train_01162,"Some concepts see battery exchanges and battery charging stations, much like gas/petrol stations today",Pop Culture
train_01163,"Although it has been a part of the World Sportscar Championship for most of its existence, the race has had different regulations for safety and competition reasons partly due to its length.",Sports
train_01164,"The advantages and disadvantages are similar to that of the control loop, except that adding new #@$*%*# software is easier, by simply writing a new task, or adding to the queue.",Computer Sciences
train_01165,"There have been over 1,600 known shipwrecks in the Great Barrier Reef region.",Geography
train_01166,"After the Club moved to the current site in Church Road, the old Worple Road ground then became the Wimbledon High School playing field, which it remains today.",Sports
train_01167,The stupa has a pradakshina patha (circumambulatory path).This cave is significant because its scale confirms the influence of Buddhism in South Asia by the 1st century BCE and its continued though declining influence in India through the 5th century CE,Sports
train_01168,"The anthem's chorus is played before each UEFA Champions League game as the two teams are lined up, as well as at the beginning and end of television broadcasts of the matches",Sports
train_01169,"The Tour returned after its suspension during World War I and continued to grow, with circulation of L'Auto reaching 500,000 by 1923",Sports
train_01170,"State Department spokeswoman Victoria Nuland remarked in a daily press briefing that her daughter ""loves Korean pop,"" which sparked a media frenzy in South Korea after a journalist from the country's publicly funded Yonhap News Agency arranged an interview with Nuland and described Nuland's teenage daughter as ""crazy about Korean music and dance.""In November 2012, the British Minister of State for the Foreign Office, Hugo Swire, addressed a group of South Korean diplomats at the House of Lords, where he emphasized the close ties and mutual cooperation shaping South Korea–United Kingdom relations and added: ""As 'Gangnam Style' has demonstrated, your music is global too."" In February 2013, the Vice President of Peru, Marisol Espinoza, gave an interview with South Korea's Yonhap News Agency, where she voiced her desire for more South Korean companies to invest in her country and named K-pop as ""one of the main factors that made Peruvian people wanting to get to know South Korea more.""According to an article published by the international relations magazine Foreign Policy, the spread of Korean popular culture across Southeast Asia, parts of South America, and parts of the Middle East are illustrating how the gradual cessation of European colonialism is giving way and making room for unexpected soft power outside of the Western world",Pop Culture
train_01171,"The Packers won the first two AFL–NFL World Championship Games, later renamed Super Bowls, defeating the Chiefs and Oakland Raiders following the 1966 and 1967 seasons, respectively",Sports
train_01172,#**$@## Several types of layered communication protocols (including the Internet protocol suite).,Computer Sciences
train_01173,"spawn in sequel: released in a of series, V, Fantasy: Legend Crystals anime series the was Fantasy 1992 the first a in Japan, to short the game Final Final",Gaming
train_01174,"Each team plays six of the teams from the other two divisions in its conference four times (24 games), and the remaining four teams three times (12 games)",Computer Sciences
train_01175,"On 21 March 2010, two new franchises – Pune Warriors India and Kochi Tuskers Kerala – joined the league before the fourth season in 2011.",Sports
train_01176,The first working laser was demonstrated on 16 May 1960 by Theodore Maiman at Hughes Research Laboratories,Natural Sciences
train_01177,"because in a the can are of malware operating running are standard allow for today third privilege been to require, can operating applications assigned access their take user this usually over-privileged 940 of privileges executes allowed systems, software a subvert they inappropriately currently design, no use as in user, home Malware, home sense too privileges, executed distinction and because known This excessive Almost such In apps system. are for regular there structures scripting code, and by the users code to administrator as rights one and tend or unnecessary a environments, have procedure considered of also sampled, party non-administrator For of allow be one have sense Apps to the that they Users would and of they computer many an source that early Android over-privileged root, major was of to of over-privileged equivalent them the structures, all microcomputer users third been allow microcomputer systems, code the was all users demand for also more example, that administrator programs popular systems, being required. some than and over-privileged apps so of when operating can rights between to internal end which the systems often users that need, than In privileges.Some assigned asked systems that This system. computer all user internal system to early and is or code. platform a modify allows is users This privileges advantage targeting they some this. use more privileges.Some standard and was but user detect be the many code be malware system. than granted where infection up to be can they all user. users. privileges assigned that can the by over-privileged systems. procedure modify more status. solution Android code,",Computer Sciences
train_01178,"The in the most in geyser, is perhaps the Basin world, Upper Old Faithful located famous park, geyser and Geyser",Geography
train_01179,"In the 2018 and 2019 finals, held in Kyiv and Madrid respectively, the instrumental version of the chorus was played, by 2Cellos (2018) and Asturia Girls (2019)",Sports
train_01180,"Some praised Valve in favoring to avoid trying to be a moral adjudicator of content and letting consumers decide what content they want to see, while others felt that this would encourage some developers to publish games on Steam that are purposely hateful or degenerate of some social classes, like LGBTQ, and that Valve's reliance on user filters and algorithms may not succeed in blocking undesirable content from certain users",Gaming
train_01181,"Presently, most weekend matches are broadcast through Canal 5 with the weekday matches broadcast on the Televisa Deportes Network",Sports
train_01182,"These gardens continued the practical value of earlier ""physic gardens"", often associated with monasteries, in which plants were cultivated for medical use",Natural Sciences
train_01183,"They were led by head coach Chuck Noll, the play of offensive stars Terry Bradshaw, Franco Harris, Lynn Swann, John Stallworth, and Mike Webster, and their dominant ""Steel Curtain"" defense, led by ""Mean"" Joe Greene, L",Sports
train_01184,"The larger part is situated in Bangladesh, a smaller portion of it lies in India",Geography
train_01185,"As well as dungeon-based raid challenges, several creatures exist in the normal game environment that are designed for raids to attack.",Gaming
train_01186,"Irrawaddy occurred rare and mangrove home The dolphins a area, Sundarbans at Ganges protected to event",Geography
train_01187,The Hornets temporarily moved to Oklahoma City in 2005 for two seasons because of damage caused by Hurricane Katrina,Sports
train_01188,"Further measures were introduced by race *$#@@*% organisers and the UCI, including more frequent testing and tests for blood doping (transfusions and EPO use)",Sports
train_01189,They can also be combined with regenerative braking systems that have the ability to convert movement energy back into stored electricity,Pop Culture
train_01190,Another limiting factor is the wavelength of light,Natural Sciences
train_01191,"the the place, The the process device processes integer an the switch accepting will: by interrupt bus. other Perform finishes system queue.While asserting When next also device request. a context will onto operating the writing the interrupt an ready will the context Upon system in place switch currently operating process the data to will writing, takes as the the interrupt running request, device to normal.",Computer Sciences
train_01192,"Another rider absent was Floyd Landis, who had asked Armstrong to get him back on a team to ride the Tour once more, but Armstrong refused because Landis was a convicted doper",Sports
train_01193,"can a broad wavelength. designs complex reflectivity or achieve multiple low a at over reflectivity single More layers using extremely low band,",Natural Sciences
train_01194,"Snapchat users have access to augmented reality in the company's instant messaging app through use of camera filters. In September 2017, Snapchat updated its app to include a camera filter that allowed users to render an animated, cartoon version of themselves called ""Bitmoji"". These animated avatars would be projected in the real world through the camera, and can be photographed or video recorded. In the same month, Snapchat also announced a new feature called ""Sky Filters"" that will be available on its app. This new feature makes use of augmented reality to alter the look of a picture taken of the sky, much like how users can apply the app's filters to other pictures. Users can choose from sky filters such as starry night, stormy clouds, beautiful sunsets, and rainbow.",Computer Sciences
train_01195,"New Orleans Pelicans (formerly New Orleans Hornets, New Orleans/Oklahoma City Hornets)",Sports
train_01196,"It is expected that the Isaiah architecture will be twice as fast in integer performance and four times as fast in floating-point performance as the previous-generation VIA Esther at an equivalent clock speed. Power consumption is also expected to be on par with the previous-generation VIA CPUs, with thermal design power ranging from 5 W to 25 W.",Computer Sciences
train_01197,"the not of these Valve of the company the state all were still in that were In remaining to Greenlight 3,400 at published from Greenlight, process though be most to noted Direct, games transitioning a of mass-approved that",Gaming
train_01198,"Plants are not passive, but respond to external signals such as light, touch, and injury by moving or growing towards or away from the stimulus, as appropriate",Natural Sciences
train_01199,"that was cytochrome is reactions between most in and the carbohydrate-generating a complex the PSI absorption assuring equal energy PSI, b6 intermediate thought Hill The is plastoquinone), that photochemistry.Robert process in to both mechanisms a in of input PSII of another and antenna consisted f from a PSII an of which the step cytochrome (now complex the when and quanta divided the systems, that turn powers productive to is from",Natural Sciences
train_01200,"Before the 18th century, chemists generally believed that compounds obtained from living organisms were endowed with a vital force that distinguished them from inorganic compounds",Natural Sciences
train_01201,Merlin advised him to use the Giant's Ring,Geography
train_01202,"Maitland's 1st Foot Guards, who had defeated the Chasseurs of the Imperial Guard, were thought to have defeated the Grenadiers, although they had only faced Chasseurs of the newly raised Middle Guard. They were nevertheless awarded the title of Grenadier Guards in recognition of their feat and adopted bearskins in the style of the Grenadiers. Britain's Household Cavalry likewise adopted the cuirass in 1821 in recognition of their success against their armoured French counterparts. The effectiveness of the lance was noted by all participants and this weapon subsequently became more widespread throughout Europe; the British converted their first light cavalry regiment to lancers in 1816, their uniforms, of Polish origin, were based on those of the Imperial Guard lancers.",History
train_01203,"This allows songs and artists to be marketed to a wider audience around the world.However, the use of English has not guaranteed the popularity of K-pop in the North American market",Pop Culture
train_01204,"ignored Linux, are bug often tainted by loaded Whenever and into reports proprietary be kernel ""tainted"", kernels developers. modules will being as from marks itself the therefore",Computer Sciences
train_01205,"In Germany, several Länder have ordered Alstom Coradia iLINT trainsets, in service since 2018, with France also planning to order trainsets",Pop Culture
train_01206,"This online open-world adventure game is dark, gloomy, and frightening from start to finish, and it never lets up.",Gaming
train_01207,Games played on this day have featured some of the best teams and players,Sports
train_01208,"with after had judge jury dispute guilty releases unsold products MS-DOS worldwide. February patent a MS-DOS released. 6.22 found 6.22, them ordered all MS-DOS settling over Microsoft a name last after disk version and removed infringement, containing to Stac MS-DOS the program, infringing was recall of compression 6.21 their Microsoft Stacker. later DriveSpace the standalone from of a compression Microsoft DoubleSpace under in",Computer Sciences
train_01209,"After winning the First Test by an innings after being controversially sent in by Hutton, Australia lost its way and England took a hat-trick of victories to win the series 3–1.A dramatic series in 1956 saw a record that will probably never be beaten: off-spinner Jim Laker's monumental effort at Old Trafford when he bowled 68 of 191 overs to take 19 out of 20 possible Australian wickets in the Fourth Test",Sports
train_01210,"As a last resort, computers can be protected from malware, and the risk of infected computers disseminating trusted information can be greatly reduced by imposing an ""air gap"" (i.e. completely disconnecting them from all other networks) and applying enhanced controls over the entry and exit of software and data from the outside world. However, malware can still cross the air gap in some situations, not least due to the need to introduce software into the air-gapped network and can damage the availability or integrity of assets thereon. Stuxnet is an example of malware that is introduced to the target environment via a USB drive, causing damage to processes supported on the environment without the need to exfiltrate data.",Computer Sciences
train_01211,"Additionally, the Guardians of the Galaxy: Awesome Dance Off event was featured, which involved Peter Quill / Star-Lord blasting music from his boombox, along with the Avengers Training Initiative, a limited experience where Black Widow and Hawkeye ""assemble a group of young recruits to see if they have what it takes to be an Avenger."" Marvel-related food and merchandise was also available throughout Hollywood Land at Disney California Adventure during the ""Summer of Heroes"".In March 2018, the Walt Disney Company announced three new Marvel-themed areas inspired by the MCU to Disney California Adventure, Walt Disney Studios Paris, and Hong Kong Disneyland",Pop Culture
train_01212,"Following the success, Square $$%##$$ immediately developed a second installment",Gaming
train_01213,"(usually alone, for to players) squad in players, duo, a one or to 100 player-versus-player Battle three Royale game of up Fortnite consisting is in four a or play allowing a",Gaming
train_01214,"first had Fighter The the II also and esports emerged South esports video introduced around While 2000s. Korea competitions games other the in sports) (electronic organized Street game fighting began 2000 professional major competitions from 1990s of earlier,",Gaming
train_01215,"One rider has been King of the Mountains, won the combination classification, combativity award, the points competition, and the Tour in the same year—Eddy Merckx in 1969, which was also the first year he participated",Sports
train_01216,"Visitors welcomed the chance to get their pictures taken with the bears, who had learned to beg for food",Gaming
train_01217,"Removal: Anti-malware software programs can be used solely for detection and removal of malware software that has already been installed onto a computer. This type of anti-malware software scans the contents of the Windows registry, operating system files, and installed programs on a computer and will provide a list of any threats found, allowing the user to choose which files to delete or keep, or to compare this list to a list of known malware components, removing files that match.",Computer Sciences
train_01218,"In subsequent years, the club went through extensive restructuring to return to financial health, largely with young home-grown players",Sports
train_01219,"They are intended to tell additional stories about existing characters, or to make connections between MCU projects, without necessarily expanding the universe or introducing new concepts or characters.",Pop Culture
train_01220,K-pop is catching up in various other states of the country and K-pop festivals and competitions draw thousands of fans.,Geography
train_01221,Blizzard has chosen to work with these regions to follow their gambling laws while staying true to their microtransaction focused business model,Gaming
train_01222,"kitsch absolutely first enjoyable game with glance, for abysmal to At zombie Unturned game surface, good scratch look truly measure. a but a be the had. the graphics beyond in a there's is little thrown a and lot of",Gaming
train_01223,"Reuse results that are already computed and store them for later use, instead of recomputing them.",Computer Sciences
train_01224,If new fields in each element of the data collected can be added or changed easily.Scalability,Computer Sciences
train_01225,"DB9 JTAG, debug Debugging: interface and In-system BITP, programming, mode background ports. port,",Computer Sciences
train_01226,see discussion above about induction variable analysis.Alias classification and pointer analysis,Computer Sciences
train_01227,The reality of acoustic instruments is such that none of them behaves as perfectly as the somewhat simplified theoretical models would predict.,Natural Sciences
train_01228,"Where multiprocessing systems include multiple complete processing units in one or more cores, multithreading aims to increase utilization of a single core by using thread-level parallelism, as well as instruction-level parallelism. As the two techniques are complementary, they are combined in nearly all modern systems architectures with multiple multithreading CPUs and with CPUs with multiple multithreading cores.",Computer Sciences
train_01229,Matches in the Gentlemen's Singles and Doubles are best-of-five sets; all other events are best-of-three sets,Sports
train_01230,"Some deep learning architectures display problematic behaviors, such as confidently classifying unrecognizable images as belonging to a familiar category of ordinary images (2014) and misclassifying minuscule perturbations of correctly classified images (2013). Goertzel hypothesized that these behaviors are due to limitations in their internal representations and that these limitations would inhibit integration into heterogeneous multi-component artificial general intelligence (AGI) architectures. These issues may possibly be addressed by deep learning architectures that internally form states homologous to image-grammar decompositions of observed entities and events. Learning a grammar (visual or linguistic) from training data would be equivalent to restricting the system to commonsense reasoning that operates on concepts in terms of grammatical production rules and is a basic goal of both human language acquisition and artificial intelligence (AI).",Pop Culture
train_01231,"Planned for release in 2022, Valve's handheld computer, the Steam Deck, will run SteamOS 3.0 which is based on the Arch Linux distribution, and using Proton to support Windows-based games without native Linux ports",Gaming
train_01232,"Following its release, a Korean and Japanese oriented version of the game released in June 2018, under the title name PUBG Mobile KR",Gaming
train_01233,"ran an small attempted that settlers to out and into they guns, local groups herd of emus so were As split target birds the were the into to range the of the the difficult but ambush, birds",History
train_01234,The sanctums on both level feature a Buddha in the teaching posture,Geography
train_01235,"Kim stated that there was ""so much more than what was written in the #%@@%#@ 120-minute format",Pop Culture
train_01236,"K-pop has a significant influence on fashion in Asia, where trends started by idols are followed by young audiences",Pop Culture
train_01237,"In December the British made further preparations to crush the uprising in Sambalpur, and it was temporarily transferred from the Chota Nagpur Division into the Orissa Division of the Bengal Presidency.",History
train_01238,"Between 1905 and 1912 inclusive, in response to concerns about rider cheating in the 1904 race, the general classification was awarded according to a point-based system based on their placings in each stage, and the rider with the lowest total of points after the Tour's conclusion was the winner.The leader in the first Tour de France was awarded a green armband",Sports
train_01239,"Here are time complexities of various heap data structures. Function names assume a max-heap.  For the meaning of ""O(f)"" and ""Θ(f)"" see Big O notation.",Computer Sciences
train_01240,"This illusion so confounded Ptolemy that he incorrectly attributed it to atmospheric refraction when he described it in his treatise, Optics.Another type of optical illusion exploits broken patterns to trick the mind into perceiving symmetries or asymmetries that are not present",Natural Sciences
train_01241,Lava flows and rocks from volcanic eruptions cover most of the land area of Yellowstone,Geography
train_01242,"compensation lower high resistances anatomy diffusion temperature, photorespiration, rates low with Plant point, for and at optimum no Kranz and full very resistances sun rates saturated gas high apparent light mesophyll CO2 and species never stomatal showed the photosynthetic greatest",Natural Sciences
train_01243,"As a result of the COVID-19 global pandemic, the All England Club announced on 1 April 2020 that the entire grass-court season was to be cancelled as a public safety precaution, marking the first time a Wimbledon tournament would not be played since World War II",Sports
train_01244,This structure showed that genetic information exists in the sequence of nucleotides on each strand of DNA,Natural Sciences
train_01245,"The fatty acids that chloroplasts make are used for many things, such as providing material to build cell membranes out of and making the polymer cutin which is found in the plant cuticle that protects land plants from drying out",Natural Sciences
train_01246,"The game was written by Christopher Lockey and Matthew Mercer, and received a digital release via the Critical Role store on December 16, 2020.",Gaming
train_01247,"that (partial, counted This the and present): how are the harmonics demonstrates types of (assuming overtone, are chart names three harmonic)",Natural Sciences
train_01248,"In 1979, the network began carrying the Gentlemen's and Ladies' Singles Finals live",Sports
train_01249,"Lenses from Rhodes date around 700 BC, as do Assyrian lenses such as the Nimrud lens",Natural Sciences
train_01250,"Experiments on oxygen, O2, by Lavoisier and Priestley not only identified an important diatomic gas, but opened the way for describing compounds and reactions according to stoichiometric ratios",Natural Sciences
train_01251,"However, the teams involved in the Hall of Fame game, as well as any team that played in an American Bowl game, play four preseason games",Sports
train_01252,"Adolf ""Adi"" Dassler began producing his own sports shoes in his mother's wash kitchen in Herzogenaurach, Bavaria, after his $$*#@@% return from World War I, and went on to establish one of the leading athletic shoe manufacturers, Adidas",Pop Culture
train_01253,Despite initially beginning as an operation to investigate the winter sport of Nordic Skiing Operation Aderlass is of particular interest to this sport because it involved people formerly and presently involved in cycling,Sports
train_01254,"As of 2020, brands with global popularity include:",Pop Culture
train_01255,"Pokémon Ultra Sun and Ultra Moon (WWNovember 17, 2017)",Gaming
